1	5.7969
2	5.77568
3	5.80132
4	5.80599
5	5.83251
6	5.5965
7	5.51639
8	5.438
9	5.37897
10	5.32443
11	5.28299
12	5.25553
13	5.21807
14	5.22477
15	5.24161
16	5.25482
17	5.29774
18	5.34772
19	5.42207
20	5.49483
21	5.59735
22	5.81839
23	5.81059
24	5.79854
25	5.78685
26	5.78959
27	5.76938
28	5.53879
29	5.30417
30	5.11089
31	4.94926
32	4.78182
33	4.68352
34	4.592
35	4.53317
36	4.50778
37	4.49853
38	4.53433
39	4.56977
40	4.65943
41	4.76631
42	4.90987
43	5.08159
44	5.29865
45	5.75295
46	5.77124
47	5.78084
48	5.79376
49	5.81882
50	5.82252
51	5.37243
52	4.91682
53	4.53946
54	4.23486
55	3.96075
1	5.77191
2	5.74909
3	5.77432
4	5.77872
5	5.80487
6	5.56808
7	5.48707
8	5.40728
9	5.34899
10	5.29496
11	5.25335
12	5.22518
13	5.18555
14	5.19216
15	5.20884
16	5.22028
17	5.26249
18	5.31023
19	5.38402
20	5.45627
21	5.5593
22	5.77911
23	5.77369
24	5.7642
25	5.7539
26	5.75911
27	5.73886
28	5.50845
29	5.27521
30	5.08105
31	4.92063
32	4.75467
33	4.65736
34	4.56683
35	4.50758
36	4.48145
37	4.47425
38	4.5093
39	4.55852
40	4.63478
41	4.74084
42	4.88444
43	5.05502
44	5.26958
45	5.72239
46	5.73818
47	5.74682
48	5.75633
49	5.77849
50	5.78246
51	5.32921
52	4.87007
53	4.49012
54	4.18469
55	3.91044
56	3.69195
57	3.53439
58	3.41201
59	3.34343
60	3.33444
61	3.39016
62	3.49858
63	3.65934
64	3.87772
65	4.1559
66	4.49527
67	4.88809
68	5.77969
69	5.782
70	5.77297
71	5.76316
72	5.76748
73	5.74695
74	5.01854
75	4.33986
76	3.7776
77	3.27686
78	2.86215
79	2.52465
80	2.27164
81	2.11567
82	2.01827
83	2.00027
84	2.09253
85	2.25477
86	2.5038
87	2.84386
88	3.26762
89	3.78602
90	4.37933
91	5.72512
92	5.74853
93	5.75508
94	5.76477
95	5.78834
96	5.7918
97	5.08274
98	4.4159
99	3.86484
100	3.37125
101	2.96207
102	2.62879
103	2.39601
104	2.22619
105	2.12847
106	2.10998
107	2.20387
108	2.36384
109	2.61217
110	2.94754
111	3.36322
112	3.87228
113	4.45711
114	5.78862
115	5.79017
116	5.77924
117	5.76815
118	5.77307
119	5.75355
120	5.02604
121	4.34895
122	3.78631
123	3.28518
124	2.86938
125	2.53195
126	2.28098
127	2.12237
128	2.02399
129	2.00636
130	2.09737
131	2.26098
132	2.49638
133	2.84986
134	3.2679
135	3.78736
136	4.38146
137	5.72602
138	5.75006
139	5.75686
140	5.76603
141	5.78834
142	5.79031
143	5.08193
144	4.41508
145	3.8636
146	3.37194
147	2.96332
148	2.6287
149	2.3952
150	2.21206
151	2.13565
152	2.1164
153	2.20721
154	2.3768
155	2.61985
156	2.9582
1	6.33495
2	6.31768
3	6.29852
4	6.29528
5	6.29472
6	6.08373
7	6.00793
8	5.93669
9	5.87654
10	5.85338
11	5.84305
12	5.84509
13	5.82111
14	5.83431
15	5.86258
16	5.88439
17	5.92334
18	5.96866
19	6.03441
20	6.10834
21	6.18705
22	6.40753
23	6.40129
24	6.39068
25	6.3787
26	6.34606
27	6.33821
28	6.09677
29	5.90239
30	5.71797
31	5.55199
32	5.41773
33	5.32949
34	5.23657
35	5.18251
36	5.14507
37	5.20025
38	5.22169
39	5.27753
40	5.36596
41	5.4671
42	5.59371
43	5.75702
44	5.93038
45	6.35597
46	6.33128
47	6.30273
48	6.30336
49	6.28649
50	6.29739
51	5.81855
52	5.40062
53	5.04171
54	4.77819
55	4.53524
56	4.33441
57	4.20411
58	4.13555
59	4.1192
60	4.14511
61	4.22447
62	4.33719
63	4.49938
64	4.68989
65	4.93511
66	5.24043
67	5.58875
68	6.39342
69	6.31935
70	6.25884
71	6.24261
72	6.2119
73	6.18248
74	5.45243
75	4.83655
76	4.31517
77	3.85
78	3.48291
79	3.20959
80	3.01587
81	2.92201
82	2.84209
83	2.82734
84	2.96965
85	3.14732
86	3.38743
87	3.68521
88	4.06267
89	4.51966
90	5.03558
91	6.29384
92	6.21413
93	6.1385
94	6.06202
95	5.94866
96	5.8128
97	5.00409
98	4.32984
99	4.03786
100	3.55026
101	3.18703
102	2.93398
103	2.80115
104	2.67239
105	2.62073
106	2.63175
107	2.70714
108	2.88124
109	3.13888
110	3.47833
111	3.91016
112	4.46089
113	5.04771
114	6.38616
115	6.43631
116	6.46299
117	6.47532
118	6.47043
119	6.48574
120	5.81142
121	5.18439
122	4.62969
123	4.15885
124	3.76221
125	3.3744
126	3.0508
127	2.84598
128	2.7333
129	2.67488
130	2.72292
131	2.83945
132	3.07702
133	3.42766
134	3.87333
135	4.37384
136	4.94435
137	6.25493
138	6.25117
139	6.23237
140	6.21091
141	6.20804
142	6.22098
143	5.57923
144	4.99482
145	4.45895
146	3.97697
147	3.57427
148	3.27721
149	3.07027
150	2.92733
151	2.87268
152	2.86671
153	2.98529
154	3.21477
155	3.52085
156	3.86945
157	4.29992
158	4.80396
159	5.36058
160	6.59812
161	6.51298
162	6.43278
163	6.40183
164	6.38756
165	6.35252
166	5.62094
167	4.96039
168	4.36265
169	3.85804
170	3.4634
171	3.14931
172	2.90998
173	2.72956
174	2.61348
175	2.58925
176	2.70169
177	2.89111
178	3.1471
179	3.52073
180	3.92961
181	4.46007
182	5.06364
183	6.34845
184	6.31322
185	6.25876
186	6.21975
187	6.18972
188	6.2251
189	5.54738
190	4.91045
191	4.35186
192	3.91891
193	3.53239
194	3.24879
195	3.03759
196	2.85491
197	2.79255
198	2.80129
199	2.90171
200	3.06879
201	3.30328
202	3.66727
203	4.07337
204	4.58735
205	5.18234
206	6.47582
207	6.46574
208	6.42759
209	6.42438
210	6.46486
211	6.47815
212	5.8487
213	5.23182
214	4.6659
215	4.20786
216	3.79456
217	3.41792
218	3.15154
219	2.96826
220	2.86596
221	2.82018
222	2.85218
223	2.98512
224	3.21635
225	3.557
226	3.95848
227	4.44006
228	5.03022
229	6.33576
230	6.29103
231	6.24608
232	6.18978
233	6.20133
234	6.20679
235	5.57138
236	5.0075
237	4.4598
238	3.95442
239	3.60866
240	3.31708
241	3.13923
242	3.00248
243	2.92705
244	2.92446
245	3.02785
246	3.16795
247	3.40537
248	3.70022
249	4.11615
250	4.60441
251	5.17783
252	6.48319
253	6.41065
254	6.34771
255	6.32642
256	6.35229
257	6.36726
258	5.64773
259	5.01094
260	4.43548
261	3.94085
262	3.5566
263	3.30659
264	3.03795
265	2.8716
266	2.75698
267	2.73269
268	2.82696
269	2.98017
270	3.24755
271	3.55708
272	3.96731
273	4.45154
274	5.039
275	6.34086
276	6.28675
277	6.229
278	6.18572
279	6.19397
280	6.22911
281	5.5545
282	4.96273
283	4.43436
284	3.95451
285	3.57635
286	3.29776
287	3.07231
288	2.91822
289	2.83306
290	2.83437
291	2.91818
292	3.04912
293	3.28469
294	3.5768
295	3.97107
296	4.44472
297	5.01609
298	6.32941
299	6.31799
300	6.31052
301	6.25193
302	6.2545
303	6.28939
304	5.60972
305	5.00579
306	4.43434
307	3.9485
308	3.57356
309	3.26949
310	3.06338
311	2.94927
312	2.86375
313	2.86316
314	2.9727
315	3.13339
316	3.39702
317	3.70705
318	4.12766
319	4.62161
320	5.19802
321	6.47385
322	6.41477
323	6.37882
324	6.33841
325	6.34546
326	6.36686
327	5.68543
328	5.14351
329	4.626
330	4.13282
331	3.74995
332	3.47012
333	3.30666
334	3.19141
335	3.10592
336	3.09494
337	3.18174
338	3.31729
339	3.55035
340	3.84616
341	4.25254
342	4.73519
343	5.29971
344	6.57691
345	6.52241
346	6.43504
347	6.39829
348	6.39586
349	6.41181
350	5.69416
351	5.05874
352	4.47293
353	3.97851
354	3.58617
355	3.32554
356	3.07328
357	2.92927
358	2.82676
359	2.81542
360	2.90854
361	3.06988
362	3.33657
363	3.64772
364	4.06588
365	4.5495
366	5.1261
367	6.41025
368	6.33611
369	6.29182
370	6.24488
371	6.2619
372	6.29611
373	5.63035
374	5.05481
375	4.53272
376	4.05659
377	3.70559
378	3.40845
379	3.22309
380	3.08946
381	3.01228
382	3.01528
383	3.09525
384	3.22113
385	3.43109
386	3.71366
387	4.11845
388	4.58547
389	5.15141
390	6.44895
391	6.46485
392	6.47587
393	6.46728
394	6.44302
395	6.44561
396	5.76529
397	5.19651
398	4.66107
399	4.14047
400	3.73386
401	3.41225
402	3.15258
403	3.01718
404	2.93788
405	2.92023
406	3.00084
407	3.1411
408	3.40818
409	3.75755
410	4.17982
411	4.65653
412	5.23835
413	6.52123
414	6.48828
415	6.44803
416	6.44301
417	6.44814
418	6.44134
419	5.793
420	5.24079
421	4.7241
422	4.24264
423	3.87401
424	3.60433
425	3.40139
426	3.32013
427	3.29271
428	3.31401
429	3.43222
430	3.59514
431	3.84879
432	4.1717
433	4.59747
434	5.07994
435	5.62793
436	6.86832
437	6.7998
438	6.74729
439	6.69256
440	6.65726
441	6.6219
442	5.90578
443	5.25056
444	4.63646
445	4.10907
446	3.67309
447	3.34997
448	3.05873
449	2.88784
450	2.75534
451	2.72571
452	2.8
453	2.92743
454	3.20021
455	3.51117
456	3.93702
457	4.44788
458	5.05719
459	6.3791
460	6.35443
461	6.31618
462	6.2735
463	6.30563
464	6.3451
465	5.67626
466	5.08463
467	4.56698
468	4.11097
469	3.75315
470	3.50396
471	3.3375
472	3.20866
473	3.13432
474	3.16186
475	3.29175
476	3.45901
477	3.72768
478	4.0573
479	4.48404
480	4.96544
481	5.53867
482	6.80636
483	6.83242
484	6.84636
485	6.84733
486	6.86005
487	6.88192
488	6.2265
489	5.63827
490	5.09422
491	4.61746
492	4.17726
493	3.81667
494	3.48154
495	3.27086
496	3.14782
497	3.07288
498	3.07797
499	3.12794
500	3.3677
501	3.62548
502	4.02883
503	4.5057
504	5.06918
505	6.37166
506	6.30203
507	6.26409
508	6.23372
509	6.33861
510	6.35325
511	5.70001
512	5.1364
513	4.60907
514	4.16077
515	3.85343
516	3.62356
517	3.43899
518	3.36595
519	3.3067
520	3.29864
521	3.39525
522	3.55942
523	3.81131
524	4.10206
525	4.47978
526	4.93797
527	5.49419
528	6.75613
529	6.68034
530	6.58015
531	6.52997
532	6.52094
533	6.48396
534	5.74848
535	5.09493
536	4.48902
537	3.97903
538	3.57414
539	3.279
540	3.01136
541	2.87186
542	2.76648
543	2.75197
544	2.84307
545	3.00353
546	3.2833
547	3.60816
548	4.02885
549	4.52725
550	5.13237
551	6.43717
552	6.40519
553	6.34499
554	6.31747
555	6.32187
556	6.42627
557	5.7402
558	5.18738
559	4.68386
560	4.22502
561	3.86203
562	3.6042
563	3.43653
564	3.28668
565	3.2182
566	3.23781
567	3.33917
568	3.48708
569	3.70899
570	3.97967
571	4.3753
572	4.82819
573	5.37975
574	6.6478
575	6.65449
576	6.62412
577	6.61208
578	6.58997
579	6.59432
580	5.91419
581	5.3221
582	4.77239
583	4.24233
584	3.83035
585	3.47645
586	3.19941
587	3.05304
588	2.96198
589	2.9288
590	2.98574
591	3.10802
592	3.38976
593	3.7369
594	4.18184
595	4.66152
596	5.24614
597	6.53745
598	6.51552
599	6.4848
600	6.49641
601	6.51347
602	6.50984
603	5.80156
604	5.20079
605	4.65722
606	4.27343
607	3.94687
608	3.65913
609	3.43513
610	3.32459
611	3.3079
612	3.32991
613	3.46273
614	3.63508
615	3.91781
616	4.24158
617	4.70714
618	5.16974
619	5.70934
620	6.94173
621	6.85017
622	6.75678
623	6.70812
624	6.67808
625	6.63062
626	5.88624
627	5.26371
628	4.64832
629	4.12168
630	3.70694
631	3.3886
632	3.1171
633	2.95621
634	2.84198
635	2.80445
636	2.90329
637	3.07264
638	3.32225
639	3.6755
640	4.10372
641	4.63206
642	5.23741
643	6.53304
644	6.53092
645	6.49956
646	6.48135
647	6.48415
648	6.52274
649	5.89597
650	5.33233
651	4.83114
652	4.3615
653	3.99897
654	3.70811
655	3.54154
656	3.41559
657	3.32705
658	3.31506
659	3.40589
660	3.55974
661	3.80461
662	4.11077
663	4.51218
664	4.97862
665	5.53126
666	6.78361
667	6.75985
668	6.74857
669	6.73821
670	6.73278
671	6.68103
672	5.92191
673	5.30457
674	4.78651
675	4.34764
676	3.95153
677	3.61992
678	3.33709
679	3.18942
680	3.10387
681	3.09929
682	3.17704
683	3.33444
684	3.57478
685	3.89412
686	4.32876
687	4.8042
688	5.37931
689	6.63307
690	6.60094
691	6.52465
692	6.48743
693	6.4931
694	6.47814
695	5.80973
696	5.25029
697	4.71618
698	4.23047
699	3.88389
700	3.63217
701	3.4322
702	3.33187
703	3.26635
